Serial No,ratings,vote,verified,reviewTime,reviewerID,asin,reviewerName,reviewText,summary,unixReviewTime,category,product type,brand,main_cat,price,Human Sentiment Score,Review Type,Sentiment_Score,Sentiment_Magnitude,Google_API_Score,vader_neg,vader_neu,vader_pos,vader_compound,roberta_neg,roberta_neu,roberta_pos,roberta_compound
7342,5,,True,"08 22, 2016",A1QL6OHD89YNTQ,B00UZRV9MG,Sxa,Great product. Definitely gets the job done!!! Works awesome if you don't have washer and dryer hookups in your place.,Great product!,1471824000,"['Appliances', 'Laundry Appliances', 'Washers & Dryers', 'Dryers']",Dryers,XtremepowerUS,Appliances,18.47,0.8,Positive,0.8,2.5,0.31,0.0,0.591,0.409,0.9149,0.0038131996989250183,0.022147972136735916,0.9740387797355652,0.9702254831790924
7350,5,2.0,True,"06 2, 2016",A1RPGD42EOND5Z,B00UZRV9MG,Thia,This machine is one hell of a work hose.  Compact and easy to use.  I bought it to reduce my time at the laundry mat.  This machine washes a larger load of clothes than expected glad I bought this for my laundry needs.,A Real Work Horse!,1464825600,"['Appliances', 'Laundry Appliances', 'Washers & Dryers', 'Dryers']",Dryers,XtremepowerUS,Appliances,18.47,0.8,Positive,0.6,2.7,0.22,0.099,0.774,0.127,0.0772,0.009477261453866959,0.059963688254356384,0.9305590391159058,0.921081755310297
7361,5,2.0,True,"02 16, 2016",A3QZO16QDHXZXJ,B00UZRV9MG,Amazon Customer,"This product is one of the BEST product I have ever purchased. Fabulous! Love it. Cleans clothes better than the traditional washer. The spin dry, it almost dries the clothes completely. Five STARS is what I rate this mini portable washer and dry spinner.",FIVE STARS,1455580800,"['Appliances', 'Laundry Appliances', 'Washers & Dryers', 'Dryers']",Dryers,XtremepowerUS,Appliances,18.47,0.8,Positive,0.7,4.9,0.14,0.0,0.707,0.293,0.9495,0.001911978586576879,0.007851677015423775,0.9902363419532776,0.9883243584772572
7385,3,,True,"09 10, 2016",A1GQD51ZE1ZFWU,B00V8P6WIA,A. Sheehey,This works as stated but feels flimsy and we shall see how long it lasts. Way overpriced but what can you do?,This works as stated but feels flimsy and we shall ...,1473465600,"['Appliances', 'Parts & Accessories', 'Dryer Parts & Accessories', 'Lint Screens']",Lint Screens,Edgewater Parts,Industrial & Scientific,29.95,0.5,Positive,-0.5,1.1,-0.43,0.0,1.0,0.0,0.0,0.6650454998016357,0.29240113496780396,0.042553313076496124,-0.622492291033268
7391,5,,True,"02 18, 2015",A1M4EKY93ZP7CW,B00V8P6WIA,kimberly,I real love I give all star,Five Stars,1424217600,"['Appliances', 'Parts & Accessories', 'Dryer Parts & Accessories', 'Lint Screens']",Lint Screens,Edgewater Parts,Industrial & Scientific,29.95,0.8,Positive,0.9,0.9,0.76,0.0,0.488,0.512,0.6369,0.0031234968919306993,0.06388065963983536,0.9329959154129028,0.9298725624103099
7406,5,,True,"10 8, 2017",A3UHN6OL4TMNYX,B00VAR2ULY,OCD mom,So far so good! This part worked as a replacement pump for my Amana NFW7200TW washing machine.,Five Stars,1507420800,"['Appliances', 'Parts & Accessories', 'Washer Parts & Accessories', 'Drain Pumps']",Drain Pumps,Edgewater Parts,Appliances,43.9,0.7,Positive,0.7,1.5,0.44,0.0,0.775,0.225,0.6556,0.0019846525974571705,0.030711447820067406,0.9673038721084595,0.9653191645629704
7412,3,,True,"07 2, 2016",AV65ZM2EJF4MF,B00VO6K7F2,P. Shane,"Size, it was not exactly right. But i was able to use it.",Three Stars,1467417600,"['Appliances', 'Parts & Accessories', 'Range Hood Parts & Accessories', 'Filters']",Range Filters,"All-Filters, Inc",Tools & Home Improvement,8.9,0.6,Positive,-0.5,1.1,-0.43,0.0,1.0,0.0,0.0,0.09526103734970093,0.560367226600647,0.3443717360496521,0.24911069869995117
7415,5,,True,"04 20, 2017",A1KAH8M2II9FNO,B00VS4A6CO,R. Tryon,Arrived a day earlier than expected and was an exact match for the part I needed.,As good as OEM,1492646400,"['Appliances', 'Parts & Accessories', 'Washer Parts & Accessories', 'Drain Pumps']",Drain Pumps,Supco,Tools & Home Improvement,44.02,0.7,Positive,0.9,0.9,0.76,0.0,1.0,0.0,0.0,0.008651357144117355,0.19609902799129486,0.7952496409416199,0.7865983359515667
7430,5,,True,"12 1, 2017",AQGLBYJ6K7ES0,B00WAN3R8C,John South Bend In,"Purchased this dishwasher, back in Summer of 2014, this was the best dishwasher, I ever owned, better than my 900.00 LG, we bought for another house we moved to. Totally recommended Product .","""Fantastic Unit""  Great price ....",1512086400,"['Appliances', 'Dishwashers', 'Built-In Dishwashers']",Built in dishwasher,SPT,Appliances,49.15,0.9,Positive,0.9,1.9,0.44,0.0,0.753,0.247,0.8479,0.0015423304866999388,0.012448475696146488,0.9860091805458069,0.9844668235164136
7435,5,,True,"03 7, 2017",A2YK6P430KQA2A,B00WAN3R8C,Adriana,I love it. Small but efficient big pans don't go in there but all the small things do. I live the fact that we didn't have to tear the whole kitchen apart to install it. It fits in the place of one of the cabinets. One of the best investments.,Small and efficient.,1488844800,"['Appliances', 'Dishwashers', 'Built-In Dishwashers']",Built in dishwasher,SPT,Appliances,49.15,0.7,Positive,0.7,3.5,0.2,0.0,0.788,0.212,0.9201,0.006977624725550413,0.025564808398485184,0.9674575924873352,0.9604800189845264
7438,1,,True,"02 14, 2017",A1LF1R45BWJRU,B00WAN3R8C,Laurie Nissen,"I purchased this dishwasher for my parent's 65th wedding anniversary as their other dishwasher wasn't working well. Who would have believed that a dishwasher is made that doesn't have a heating element to dry the dishes? Yes, that is correct. No heating element.

Unfortunately, we didn't install it until after the expiration of the return date so we have a dishwasher that will need to be replaced. My 85 year old parents don't need to be drying dishes.",I purchased this dishwasher for my parent's 65th wedding anniversary ...,1487030400,"['Appliances', 'Dishwashers', 'Built-In Dishwashers']",Built in dishwasher,SPT,Appliances,49.15,0.4,Positive,-0.2,2.9,-0.07,0.081,0.885,0.034,-0.4047,0.6517473459243774,0.287967711687088,0.06028498709201813,-0.5914622694253922
7444,4,,True,"08 29, 2016",A1I8QPA8UGGWMH,B00WT4QLU8,C. YORK,"We had to modify the item slightly to make it work, but it works well.",Four Stars,1472428800,"['Appliances', 'Parts & Accessories', 'Oven Parts & Accessories']",Oven Parts,GE,Industrial & Scientific,26.95,0.6,Positive,0.1,0.1,0.76,0.0,0.841,0.159,0.3919,0.008338137529790401,0.1550227254629135,0.8366391062736511,0.8283009072765708
7446,4,,True,"06 26, 2016",A3MI08RDWGQBT7,B00WXDBZYW,Amazon Customer,We do love the machine but for some reason it periodically shuts itself off and we have to manually turn it back on. My fear is if we are out of town when this happens the ice will melts and we will have water all over the floor which already happen but could ruin my wood floors. I wil. Have to contact manufacturer to find out what is the problem. We had it professionally installed.,We do love the machine but for some reason it periodically shuts ...,1466899200,"['Appliances', 'Refrigerators, Freezers & Ice Makers', 'Ice Makers']",Ice Makers,EdgeStar,Appliances,136.16,0.5,Positive,-0.1,2.0,-0.05,0.152,0.817,0.03,-0.9091,0.6529398560523987,0.2759549617767334,0.07110520452260971,-0.5818346068263054
7454,1,,True,"04 17, 2018",A1F89O9VW62A5,B00XYVE026,MT,"It is horrible! If you don't have a floor drain, you have to put it on a chair or something in order for it to drain. The lint trap is very hard to remove. The spin basket keeps working loose and the clothes are still very wet when you're done.  I knew it wouldn't be as good as a full sized machine, but this is ridiculous! I would never buy this brand again!",Don't buy!,1523923200,"['Appliances', 'Laundry Appliances', 'Washers & Dryers', 'Specialty Laundry']",Specialty Laundry,ARKSEN,Appliances,8.49,-0.9,Negative,-0.6,3.7,-0.16,0.17,0.83,0.0,-0.8666,0.9729197025299072,0.023837542161345482,0.0032427406404167414,-0.9696769912261516
7466,1,,True,"02 20, 2016",A249YZ25GH22KT,B00YPWI74U,allen,Not the same size as the manufacturers,One Star,1455926400,"['Appliances', 'Parts & Accessories', 'Humidifier Parts & Accessories', 'Replacement Wicks']",Replacement Wicks,Accumulair,Health & Personal Care,11.7,-0.4,Negative,-0.8,0.8,-0.76,0.0,1.0,0.0,0.0,0.48445048928260803,0.4949323832988739,0.020617099478840828,-0.4638334456831217
7483,5,,True,"02 23, 2013",ALLR53D6IMUE3,B00YPWI74U,Springforward,I brought the humidifier two years ago and now the store don't sell it or the filter anymore. During the winter months my humidifier is a must and constant in use. I can continue to use it now that I am still able to purchase the filter that comes with it. Thanks for stocking a much needed out of stock product.,life saver,1361577600,"['Appliances', 'Parts & Accessories', 'Humidifier Parts & Accessories', 'Replacement Wicks']",Replacement Wicks,Accumulair,Health & Personal Care,11.7,0.8,Positive,0.1,2.8,0.04,0.0,0.95,0.05,0.4404,0.027695534750819206,0.18212269246578217,0.7901817560195923,0.7624861877411604
7494,3,,True,"07 20, 2017",A3TUTGKG3OLJ3,B00YW3TUHA,Amazon Customer,"Overall good fridge for keg conversion (fits 2 corny kegs). Kegco double tap tower fits perfect.  Only real issue I have is that I have a double regulator setup and the penetration through the back of the fridge for the gas lines is only big enough for one line to fit through which means the co2 tank has to be in the fridge with the kegs. Also, it's a little bit loud when compared to my kitchen fridge.",Overall good fridge for keg conversion (fits 2 corny kegs),1500508800,"['Appliances', 'Refrigerators, Freezers & Ice Makers', 'Kegerators']",Kegerators,EdgeStar,Appliances,49.15,0.6,Positive,0.2,2.3,0.09,0.0,0.885,0.115,0.8442,0.22853095829486847,0.39264824986457825,0.3788207769393921,0.15028978884220123
7503,2,,True,"09 15, 2015",A3EK9V6AI85DG9,B00ZROT050,win23456,smells funny.,Two Stars,1442275200,"['Appliances', 'Parts & Accessories', 'Humidifier Parts & Accessories', 'Replacement Wicks']",Replacement Wicks,Aftermarket,Tools & Home Improvement,9.99,-0.3,Negative,-0.3,0.3,-0.76,0.0,0.256,0.744,0.4404,0.016750454902648926,0.23772694170475006,0.7455226182937622,0.7287721931934357
7505,5,,True,"01 31, 2015",A3GXK6ZJEKCUW8,B00ZROT050,Amazon Customer,These wicks work perfectly and last a long time. I would definitely recommend them. I've purchased several sets and run a humidifier every night.,I would definitely recommend them. I've purchased several sets and run a ...,1422662400,"['Appliances', 'Parts & Accessories', 'Humidifier Parts & Accessories', 'Replacement Wicks']",Replacement Wicks,Aftermarket,Tools & Home Improvement,9.99,0.9,Positive,0.9,2.7,0.32,0.0,0.657,0.343,0.8555,0.001965357456356287,0.027695076540112495,0.9703395962715149,0.968374299351126
7513,5,23.0,True,"02 16, 2017",A3HQKHF249KM69,B0100A3E5W,Jesse Garza Jr,"We are enjoying it , we love it.
We are Very happy.
Thank you!!",we love it. We are Very happy,1487203200,"['Appliances', 'Ranges, Ovens & Cooktops', 'Ranges', 'Freestanding Ranges']",Freestanding Ranges,Thor Kitchen,Appliances,351.11,0.8,Positive,0.9,2.8,0.31,0.0,0.376,0.624,0.9428,0.0014267832739278674,0.005718075670301914,0.9928551316261292,0.9914283294929191
7515,5,3.0,True,"07 20, 2016",A1Z5W9256D8DRM,B0100A3H54,lynda lo,"Very well made, inexpensive.",Five Stars,1468972800,"['Appliances', 'Ranges, Ovens & Cooktops', 'Ranges', 'Freestanding Ranges']",Freestanding Ranges,Thor Kitchen,Appliances,229.99,0.8,Positive,0.9,0.9,0.76,0.0,0.556,0.444,0.3384,0.0051846615970134735,0.06585473567247391,0.9289606213569641,0.9237759970128536
7521,5,4.0,True,"09 5, 2017",A2KVMV0BFXUD0F,B0100A3H54,drjohn1963,"Fantastic. Though my basis for comparison was a simple Kenmore unit we got at a local store, the upgrade is absolutely worth the price, and then some. Takes a little getting used to as the cast iron grates make a big difference, as do the much stronger burners. Oven holds temperatures very well. I do miss the drawer underneath the oven that my old one had, but not enough to cause any regrets overall.",Fantastic. Though my basis for comparison was a simple ...,1504569600,"['Appliances', 'Ranges, Ovens & Cooktops', 'Ranges', 'Freestanding Ranges']",Freestanding Ranges,Thor Kitchen,Appliances,229.99,0.7,Positive,0.8,4.1,0.19,0.062,0.839,0.098,0.1806,0.03484496474266052,0.16715243458747864,0.7980026006698608,0.7631576359272003
7524,5,,True,"02 27, 2018",A3SLRFR4UBEALT,B010WWIZA2,JONI QUEEN,You have to bend down to see all that you have in the refrig.,Five Stars,1519689600,"['Appliances', 'Refrigerators, Freezers & Ice Makers', 'Refrigerators']",Refrigerators,Danby,Appliances,34.45,0.7,Positive,-0.4,0.4,-0.76,0.0,1.0,0.0,0.0,0.07752469182014465,0.8056029081344604,0.1168723851442337,0.03934766352176666
7529,5,2.0,True,"01 15, 2017",A32KKXEDUNYVCU,B011899UYI,Susan,Size is perfect - keeps things frozen no problem what so ever,Five Stars,1484438400,"['Appliances', 'Refrigerators, Freezers & Ice Makers', 'Freezers', 'Upright Freezers']",Upright Freezers,Magic Chef,Appliances,19.81,0.8,Positive,0.9,0.9,0.76,0.295,0.482,0.223,-0.0516,0.013194309547543526,0.1532527059316635,0.8335529565811157,0.8203585911542177
7533,5,,True,"03 21, 2018",A29YB0J7AMDJE0,B011AJVR60,Virgil,"It's plug and play, just like the original parts",Plug and play,1521590400,"['Appliances', 'Parts & Accessories', 'Washer Parts & Accessories', 'Drain Pumps']",Drain Pumps,Think Crucial,Tools & Home Improvement,19.99,0.8,Positive,0.8,0.8,0.76,0.0,0.455,0.545,0.7351,0.1460818499326706,0.7580336332321167,0.09588444232940674,-0.05019755661487579
7535,5,,True,"11 29, 2017",A2JNJH6UIX05JH,B011AJVR60,Scrubberman,Pump arrived very fast and worked as it should.,Great price!,1511913600,"['Appliances', 'Parts & Accessories', 'Washer Parts & Accessories', 'Drain Pumps']",Drain Pumps,Think Crucial,Tools & Home Improvement,19.99,0.7,Positive,0.7,0.7,0.76,0.0,1.0,0.0,0.0,0.003988428507000208,0.09536139667034149,0.9006502032279968,0.8966618315316737
7541,4,,True,"07 4, 2016",AMR7U4IDCQHXA,B011AJVR60,Kakoii,This part fit like a glove and works like a champ. No more water all over the floor!,Four Stars,1467590400,"['Appliances', 'Parts & Accessories', 'Washer Parts & Accessories', 'Drain Pumps']",Drain Pumps,Think Crucial,Tools & Home Improvement,19.99,0.8,Positive,0.9,1.8,0.46,0.091,0.457,0.452,0.8268,0.008213643915951252,0.08456674218177795,0.9072195887565613,0.899005894549191
7543,5,,True,"02 26, 2018",A2M4XLWN5H5GKZ,B0123NHMXE,Terrance Jones ,This part works just like the original if not better. Very sturdy and collects all of the lint from the clothes I dry.,Great,1519603200,"['Appliances', 'Parts & Accessories', 'Dryer Parts & Accessories', 'Lint Screens']",Lint Screens,Edgewater Parts,Tools & Home Improvement,18.85,0.8,Positive,0.8,1.7,0.44,0.092,0.725,0.183,0.3387,0.011492825113236904,0.14281512796878815,0.8456920385360718,0.8341991966590285
7547,5,,True,"07 26, 2017",A15IKJLADLSEMV,B0123NHMXE,leonard hobbel,Fits in my dryer...screen is rigid. The one that came with the Dryer was a bit more flexible. But it is doing the job Biggest thing is CLEAN these screens every use. Like all dryer screens if you leave lent on them they can burn into the screen and it won't be as effective.,Works decent,1501027200,"['Appliances', 'Parts & Accessories', 'Dryer Parts & Accessories', 'Lint Screens']",Lint Screens,Edgewater Parts,Tools & Home Improvement,18.85,0.6,Positive,0.0,1.5,0.0,0.094,0.753,0.152,0.6823,0.3078814744949341,0.5109938979148865,0.18112462759017944,-0.12675684690475464
7553,4,,True,"07 5, 2016",A2KRHVC5VTZM6D,B0123NHMXE,Chalk,Fits right in.,Fits our dryer,1467676800,"['Appliances', 'Parts & Accessories', 'Dryer Parts & Accessories', 'Lint Screens']",Lint Screens,Edgewater Parts,Tools & Home Improvement,18.85,0.7,Positive,0.9,0.9,0.76,0.0,1.0,0.0,0.0,0.014640574343502522,0.30406060814857483,0.6812987923622131,0.6666581677272916
7560,5,,True,"11 20, 2017",A2NWA88E6VFSCU,B0128NYWGE,Stephen J. Wilson,Very slightly loose but it does the job. I would buy again.,Five Stars,1511136000,"['Appliances', 'Parts & Accessories', 'Dryer Parts & Accessories', 'Lint Screens']",Lint Screens,Think Crucial,Tools & Home Improvement,14.99,0.8,Positive,0.6,1.2,0.46,0.141,0.859,0.0,-0.1637,0.0065106116235256195,0.11209811270236969,0.8813912868499756,0.8748806975781918
7562,4,,True,"08 7, 2016",A2QN5CMY7KKW0U,B0128NYWGE,KL Wagoner,"Maytag Dryer Lint Filter Screen
Works great! Replaced our old one that was warped and had a piece of the corner missing, causing lint to bypass the filter. Great price and shipping.",Replaced our old one that was warped,1470528000,"['Appliances', 'Parts & Accessories', 'Dryer Parts & Accessories', 'Lint Screens']",Lint Screens,Think Crucial,Tools & Home Improvement,14.99,0.2,Neutral,0.7,2.1,0.32,0.057,0.724,0.219,0.807,0.0383775420486927,0.13610322773456573,0.8255192637443542,0.7871417887508869
7574,5,,True,"02 13, 2015",A1GBLHOG175HQ9,B013HNFOGG,Douglas Cunningham,Worked great. Installed faster than it took to take oven apart. Thanks,Five Stars,1423785600,"['Appliances', 'Parts & Accessories', 'Oven Parts & Accessories']",Oven Parts,Whirlpool,Tools & Home Improvement,38.72,0.8,Positive,0.7,2.2,0.31,0.0,0.588,0.412,0.7906,0.012980207800865173,0.06912338733673096,0.9178964495658875,0.9049163311719894
7576,3,,True,"03 29, 2014",A1YAOYJ4MNBK6,B013HNFOGG,Ginger Markle,It was perfect but shopping was ridiculous almost 2 weeks! I don't have anything else to say. Done done done,slow ship,1396051200,"['Appliances', 'Parts & Accessories', 'Oven Parts & Accessories']",Oven Parts,Whirlpool,Tools & Home Improvement,38.72,-0.5,Negative,0.0,0.6,0.0,0.162,0.731,0.107,-0.2942,0.5027796030044556,0.3219219446182251,0.17529846727848053,-0.32748110592365265
7582,5,,True,"12 8, 2011",A97L72SXSBSPL,B013HNFOGG,David Bulanowski,"I'm so glad I found this. The cost was way less than buying one at the local supply house. And the quality is as good as any other I've seen.
A few years ago I had an ignitor go on my oven. And I was sick at the time. So I had to call a repair service to fix it. The guy was in & out in 5 minutes & it cost me just under $200. So the next time I ordered this one & I was able to replace it myself in about 5 minutes & save a small fortune.
I would strongly recommend anyone who can do basic repairs to buy this & replace it yourself.
By the way, I used this Whirlpool part in a GE oven. It's exactly the same part as GE. But you have to cut the wires & splice them. They include everything you need. Just don't forget to unplug the power cord.",Great Deal,1323302400,"['Appliances', 'Parts & Accessories', 'Oven Parts & Accessories']",Oven Parts,Whirlpool,Tools & Home Improvement,38.72,0.8,Positive,0.2,8.7,0.02,0.032,0.89,0.078,0.5712,0.03692721575498581,0.15562456846237183,0.807448148727417,0.7705207988619804
7598,3,5.0,True,"12 2, 2015",AIDC0R0U0M9CE,B013P39LF8,Theresa,It is great for my tiny condo.  But my dinner plates won't fit and it takes a long time to run.,It is great for my tiny condo,1449014400,"['Appliances', 'Dishwashers', 'Portable & Countertop Dishwashers']",Portable Dishwasher ,Koldfront,Appliances,58.54,0.6,Positive,0.0,1.8,0.0,0.115,0.775,0.11,-0.0297,0.40833157300949097,0.3530118763446808,0.23865658044815063,-0.16967493295669556
7599,5,3.0,True,"11 24, 2015",A3KRSS6VRUWKEE,B013P39LF8,Mel,Love this dishwasher! I've used it several times and no issues at all,Five Stars,1448323200,"['Appliances', 'Dishwashers', 'Portable & Countertop Dishwashers']",Portable Dishwasher ,Koldfront,Appliances,58.54,0.8,Positive,0.9,1.9,0.44,0.124,0.622,0.254,0.5093,0.0023196290712803602,0.01003925409168005,0.9876411557197571,0.9853216044139117
7602,4,5.0,True,"04 10, 2015",A1GN2S9GXS2XQZ,B013P39LF8,Wendi P Jordan,"I read a ton of reviews to determine whether or not to buy this item.  After washing dishes by hand for two years I decided to buy it regardless of what the few low reviews said.  I'm glad I did buy it!  Every problem that was mentioned in the review was mentioned in the manual.  If the hoses leak, the hose was incorrectly installed OR it was started with water that was not within the temperature margin recommended by manufacturer (130 - 149 degrees F).

It even gives a chart on how much soap you should use depending on how hard your water is.  After following the manual, including how to load the dishes - I have not had a problem with it.  Is it perfect - no.  It is not a standard dishwasher available with all the amenities but it does clean the dishes.  I would recommend this dishwasher to anyone that didn't have room for a regular dishwasher.",I love this dishwasher!,1428624000,"['Appliances', 'Dishwashers', 'Portable & Countertop Dishwashers']",Portable Dishwasher ,Koldfront,Appliances,58.54,0.7,Positive,0.3,4.9,0.06,0.061,0.845,0.094,0.8016,0.16099175810813904,0.38731902837753296,0.4516891837120056,0.2906973659992218
7611,5,,True,"09 5, 2013",A2THM1PFS7LBKD,B013P39LF8,Sam in Alvord,"It cleans dishes very well, even without rinsing them beforehand. It was also very easy to hook-up and takes up only slightly more room than the dish rack it replaced on my countertop does.",The dish on this dishwasher.,1378339200,"['Appliances', 'Dishwashers', 'Portable & Countertop Dishwashers']",Portable Dishwasher ,Koldfront,Appliances,58.54,0.6,Positive,0.9,1.9,0.44,0.0,0.851,0.149,0.6794,0.004327891394495964,0.043412014842033386,0.9522601366043091,0.94793233089149
7617,1,,True,"01 6, 2016",AFTVOLOVRH1WA,B013P3JYB4,Amazon Customer,Slow to ignite,Slow to ignite.  Bad product.,1452038400,"['Appliances', 'Parts & Accessories', 'Range Parts & Accessories', 'Burners']",Burners,Whirlpool,Industrial & Scientific,43.8,-0.6,Negative,-0.7,0.7,-0.76,0.0,1.0,0.0,0.0,0.10376975685358047,0.7318747043609619,0.1643555760383606,0.06058589369058609
7618,5,,True,"01 19, 2015",A15RI32C3GU0K6,B013P3JYB4,EddieK,"Easy to install. Works perfectly.
Edward",Five Stars,1421625600,"['Appliances', 'Parts & Accessories', 'Range Parts & Accessories', 'Burners']",Burners,Whirlpool,Industrial & Scientific,43.8,0.8,Positive,0.7,2.3,0.3,0.0,0.36,0.64,0.7964,0.004776880610734224,0.05038512125611305,0.9448379874229431,0.9400610853917897
7625,4,,True,"05 4, 2016",A1A1JTNPL2L0EA,B013XCWQ8U,Damon Gray,"It is exactly what I wanted and expected. A little pricey, but all medical supplies are.",A fine buy...,1462320000,"['Appliances', 'Parts & Accessories', 'Humidifier Parts & Accessories', 'Accessories']",Humidifier Accessories,Fisher & Paykel,Health & Personal Care,21.7,0.6,Positive,0.6,1.3,0.43,0.0,1.0,0.0,0.0,0.08541322499513626,0.32469087839126587,0.5898958444595337,0.5044825151562691
7642,5,,True,"01 12, 2015",A311DB52UKLC80,B013XXTFKG,Dana Thomas,This ice machine produces ice fast. It is awesome!,It is awesome!,1421020800,"['Appliances', 'Refrigerators, Freezers & Ice Makers', 'Ice Makers']",Ice Makers,Koldfront,Amazon Home,12.8,0.8,Positive,0.8,1.6,0.46,0.0,0.646,0.354,0.6588,0.0014532685745507479,0.010431433096528053,0.9881153106689453,0.9866620667744428
7653,5,,True,"05 20, 2013",A34OZ7O0OYY2FA,B013XXTFKG,GSGosn10,"We love our Ice maker,  it helped us to have Ice for our family reunion,  We made a lot of Ice a heade of time. thank you. GSGosn10",Ice Maker,1369008000,"['Appliances', 'Refrigerators, Freezers & Ice Makers', 'Ice Makers']",Ice Makers,Koldfront,Amazon Home,12.8,0.8,Positive,0.7,2.2,0.31,0.0,0.782,0.218,0.7717,0.0015984110068529844,0.009768346324563026,0.9886332154273987,0.9870347499381751
7662,5,,True,"03 14, 2012",A1ZGMQPY7BIIOV,B013XXTFKG,dodge4x4,"it works great glad that i purchased it
makes ice very fast very easy to use
would recomend it to anyone",ice maker,1331683200,"['Appliances', 'Refrigerators, Freezers & Ice Makers', 'Ice Makers']",Ice Makers,Koldfront,Amazon Home,12.8,0.8,Positive,0.9,0.9,0.76,0.0,0.617,0.383,0.8899,0.001762073952704668,0.011143932119011879,0.987093985080719,0.9853318934328854
7664,2,3.0,True,"10 25, 2015",A368LM9W9FX2PJ,B0142B6DAI,momof2,This makes a great night light. Unfortunately it does absolutely nothing to diffuse scent into the room. The fan in is it very small.  Very disappointing. I guess you get what you pay for this was a little cheaper than some others but not the cheapest. I should have sprung for a better one apparently.,Makes a nice night light,1445731200,"['Appliances', 'Parts & Accessories', 'Humidifier Parts & Accessories', 'Accessories']",Humidifier Accessories,FLYMEI,Amazon Home,29.99,-0.6,Negative,-0.3,4.3,-0.07,0.092,0.768,0.14,0.582,0.7430344820022583,0.20174640417099,0.05521911755204201,-0.6878153569996357
7669,5,,True,"12 19, 2017",A1X1L3NAE5ZMA3,B014HE4MPS,C. Rice,Did the trick,Five Stars,1513641600,"['Appliances', 'Parts & Accessories', 'Washer Parts & Accessories', 'Drain Pumps']",Drain Pumps,Supco,Tools & Home Improvement,42.25,0.7,Positive,0.6,0.6,0.76,0.375,0.625,0.0,-0.0516,0.007840518839657307,0.32030004262924194,0.6718594431877136,0.6640189336612821
7672,5,,True,"11 9, 2016",A29K3UFWEWL1CO,B014HE4MPS,kris s,"Arrived on time, and fit the bill. Looks more solidly constructed than the original!",Five Stars,1478649600,"['Appliances', 'Parts & Accessories', 'Washer Parts & Accessories', 'Drain Pumps']",Drain Pumps,Supco,Tools & Home Improvement,42.25,0.8,Positive,0.8,1.7,0.44,0.0,0.702,0.298,0.6239,0.003719944739714265,0.08325883001089096,0.9130212068557739,0.909301225328818
7674,5,,True,"03 2, 2016",A1STXCS50UGG6K,B014HE4MPS,K Prime,Pump was just as advertised and was delivered promptly...,Five Stars,1456876800,"['Appliances', 'Parts & Accessories', 'Washer Parts & Accessories', 'Drain Pumps']",Drain Pumps,Supco,Tools & Home Improvement,42.25,0.7,Positive,0.8,0.8,0.76,0.0,1.0,0.0,0.0,0.013107574544847012,0.15401658415794373,0.8328758478164673,0.8197682863101363
7677,5,6.0,True,"12 19, 2016",A3BQVZHLBGDCBJ,B014LGBJVC,Elisha,"We have been using this kegerator for over a year without any issues. Stays cold, perfect for craft brews that come in 1/6 barrel kegs. Husband loves it!",Over a year without issues,1482105600,"['Appliances', 'Refrigerators, Freezers & Ice Makers', 'Kegerators']",Kegerators,EdgeStar,Appliances,35.68,0.8,Positive,0.9,2.8,0.31,0.0,0.765,0.235,0.8268,0.001504344865679741,0.011203467845916748,0.9872921705245972,0.9857877921313047
7678,5,,True,"01 11, 2018",A3CF8DTUOGDC74,B014LGBJVC,Amazon Customer,"Coll little kegerator, my hubby enjoys it and the light is pretty cool too. Nice lock feature too.",my hubby enjoys it and the light is pretty cool too,1515628800,"['Appliances', 'Refrigerators, Freezers & Ice Makers', 'Kegerators']",Kegerators,EdgeStar,Appliances,35.68,0.8,Positive,0.9,1.9,0.44,0.0,0.547,0.453,0.891,0.001317582093179226,0.011108138598501682,0.9875742793083191,0.9862566972151399
7696,1,,True,"09 16, 2017",AGCJ573AZ61KG,B0156NH7QK,Unearthlyjoy,So I'm assured that this would work with my model number for my oven.  When I opened it I knew immediately it wouldn't work.  The connections on the end are too big and it even has different connections than what are in the picture.  What a waste of time!!!!!!!!!!!,Wrong part and not what was shown,1505520000,"['Appliances', 'Parts & Accessories', 'Oven Parts & Accessories']",Oven Parts,GE,Tools & Home Improvement,19.28,-0.7,Negative,-0.7,2.8,-0.24,0.055,0.842,0.103,0.3498,0.9055159091949463,0.08300978690385818,0.011474324390292168,-0.8940415438264608
7697,5,,True,"07 14, 2017",A1VYT4DVW0N24U,B0156NH7QK,Peter Chepus,Couldn't believe I found this part for a 45 year old stove. And it works perfectly!.,Five Stars,1499990400,"['Appliances', 'Parts & Accessories', 'Oven Parts & Accessories']",Oven Parts,GE,Tools & Home Improvement,19.28,0.8,Positive,0.8,1.7,0.44,0.0,1.0,0.0,0.0,0.008627181872725487,0.04961421713232994,0.9417585730552673,0.9331313353031874
7698,5,,True,"03 29, 2017",A1PTGHMRF7LXQH,B0156NH7QK,Crystal Hearne,"Such a relief to find this on here! I totally ruined my previous one (don't ask), so be able to get this in 2 days and use my stove, was a lifesaver!",Such a relief to find this on here! I ...,1490745600,"['Appliances', 'Parts & Accessories', 'Oven Parts & Accessories']",Oven Parts,GE,Tools & Home Improvement,19.28,0.7,Positive,0.8,1.7,0.44,0.095,0.697,0.209,0.6238,0.026308495551347733,0.08021976798772812,0.8934717774391174,0.8671633638441563
