Serial No,ratings,vote,verified,reviewTime,reviewerID,asin,reviewerName,reviewText,summary,unixReviewTime,category,product type,brand,main_cat,price,Human Sentiment Score,Review Type,Sentiment_Score,Sentiment_Magnitude,Normalized_Sentiment_Scores
9562,5,,True,"08 17, 2014",A226ZG4BSUN4QE,B00EMGXUB4,Derek T. Nguyen,item is OEM so fit exactly as suppose to.,Five Stars,1408233600,"['Appliances', 'Parts & Accessories', 'Freezer Parts & Accessories']",Freezer Parts,Manitowoc Ice,Tools & Home Improvement,102.25,0.7,Positive,0.7,0.7,0.76
9563,5,,True,"04 27, 2017",AQ42OUFO3PPUF,B00EMIANN0,Amazon Customer,Fits great ! Easy to install ! Good price !,Fits great! Easy to install,1493251200,"['Appliances', 'Parts & Accessories', 'Freezer Parts & Accessories']",Freezer Parts,Manitowoc Ice,Tools & Home Improvement,241.14,0.8,Positive,0.9,2.9,0.3
9578,5,,True,"08 22, 2016",A1GQBRXNJGTWQW,B00ENLEPF8,Amazon Customer,Fast & had product right away. Thank you.,Great Product.,1471824000,"['Appliances', 'Parts & Accessories', 'Freezer Parts & Accessories']",Freezer Parts,Ice-O-Matic,Tools & Home Improvement,149.99,0.8,Positive,0.8,1.7,0.44
9586,5,,True,"11 8, 2017",A1A6BAC8B67J7Z,B00EV9SKBW,drpdubb,hoy,Five Stars,1510099200,"['Appliances', 'Parts & Accessories', 'Range Parts & Accessories', 'Burners']",Burners,Maytag,Tools & Home Improvement,16.95,0.0,Neutral,0.2,0.2,0.76
9598,4,,True,"04 30, 2018",A3CP9QP07KDYKT,B00F4MGRRE,Frank,"Nice. Didn't include a fuse, though. The switch is rated at 10A @ 125V (6.3A @ 250V), but that shouldn't be a big deal as it seems that's standard for IEC 320 C13/C14 connectors.

I've seen it before, but it really WOULD be nice if the switch lit when on as the translucent red plastic suggests it should. (It doesn't)

The hot side is fused IF you are set up for 125V. The neutral side in this case isn't fused. If you have 250V I presume both sides are hot and that presumably means one of the mains is NOT fused.

However, the switch is DPST, so you can at least switch both hot+neutral / mains.

Construction seems sturdy: terminals appear to be well-staked and none were wobbly. Good fit + finish, imho.",Serves the need.,1525046400,"['Appliances', 'Parts & Accessories', 'Range Parts & Accessories', 'Plug Receptacles']",Plug Receptacles,SODIAL,Tools & Home Improvement,3.15,0.5,Positive,0.0,5.9,0.0
9599,3,,True,"02 21, 2017",A43CLB5KVAKKY,B00F4MGRRE,Candor,This hasn't failed me yet although I've not had it long. There are no instructions included for wiring diagrams. There are 2 ways to wire this. One way the light on the switch stays on as long as power is supplied regardless if the power switch is on or off. The second way the light only comes on when the switch is powered on.  Go to YouTube for help.,Know your electronics,1487635200,"['Appliances', 'Parts & Accessories', 'Range Parts & Accessories', 'Plug Receptacles']",Plug Receptacles,SODIAL,Tools & Home Improvement,3.15,-0.5,Negative,-0.2,2.3,-0.09
9606,5,,True,"01 16, 2018",A1B3CBYSRKALJR,B00FB9A2PS,cindy hemphill,I love it works great,Five Stars,1516060800,"['Appliances', 'Refrigerators, Freezers & Ice Makers', 'Ice Makers']",Ice Makers,Danby,Appliances,14.52,0.8,Positive,0.9,0.9,0.76
9607,1,,True,"09 8, 2017",A3AGST1241OTH7,B00FEZNXY6,Aaron,I did not read the add correctly. I received a bunch of open packs,.,1504828800,"['Appliances', 'Parts & Accessories', 'Humidifier Parts & Accessories', 'Accessories']",Humidifier Accessories,Boveda,Health & Personal Care,87.97,-0.7,Negative,-0.2,0.9,-0.22
9616,1,,True,"05 14, 2018",A38JGPV8W51ZGR,B00FKIGF38,DENISE H,No whirlpool redesigned the part and it no longer fits.,One Star,1526256000,"['Appliances', 'Parts & Accessories', 'Refrigerator Parts & Accessories', 'Shelves']",Refrigerator Shelves,Whirlpool,Tools & Home Improvement,11.99,-0.9,Negative,-0.8,0.8,-0.76
9628,5,,True,"08 19, 2017",AKXD5A5KFFJ9R,B00G23MKES,Jackass,Perfect size and makes ice fast,Five Stars,1503100800,"['Appliances', 'Refrigerators, Freezers & Ice Makers', 'Ice Makers']",Ice Makers,Whynter,Appliances,14.52,0.8,Positive,0.9,0.9,0.76
9631,5,,True,"01 2, 2018",A200NSHE58OIYC,B00G3I7NP8,John,Bolted right up to my furnace with no issues,Great fit,1514851200,"['Appliances', 'Parts & Accessories', 'Range Hood Parts & Accessories', 'Blowers']",Range Blowers,INTERNATIONAL COMFORT PRODUCTS,Tools & Home Improvement,149.99,0.7,Positive,0.9,0.9,0.76
9633,2,,True,"06 11, 2018",A16GM1ZYEUNHHU,B00G8U8RJ2,Peggy L,"These just didn't fit as replacement knobs for my stove. Not the sellers fault, just not what I needed.",These just didn't fit as replacement knobs for my stove ...,1528675200,"['Appliances', 'Parts & Accessories', 'Range Parts & Accessories', 'Knobs']",Range Knobs,Stanco,Tools & Home Improvement,".a-box-inner{background-color:#fff}#alohaBuyBoxWidget .selected{background-color:#fffbf3;border-color:#e77600;box-shadow:0 0 3px rgba(228,121,17,.5)}#alohaBuyBoxWidget .contract-not-available{color:gray}#aloha-cart-popover .aloha-cart{height:auto;overflow:hidden}#aloha-cart-popover #aloha-cartInfo{float:left}#aloha-cart-popover #aloha-cart-details{float:right;margin-top:1em}#aloha-cart-popover .deviceContainer{width:160px;float:left;padding-right:10px;border-right:1px solid #ddd}#aloha-cart-popover li:last-child{border-right:0}#aloha-cart-popover .aloha-device-title{height:3em;overflow:hidden}#aloha-cart-popover .aloha-thumbnail-container{height:100px;margin-bottom:1em;text-align:center}#aloha-cart-popover .aloha-price-container{text-align:center}#aloha-cart-popover .aloha-thumbnail-container img{height:inherit}#aloha-cart-popover .aloha-cart{border-top:1px solid #ddd;border-bottom:1px solid #ddd}#aloha-cart-popover #aloha-cart-info{margin-right:0}#alohaBuyBoxWidget .without-contract-subheading{margin-right:0}#aloha-bb-help-nodes .aloha-bb-contract-term-heading{color:gray;font-family:arial;margin-top:.5em;text-align:center;height:.7em;border-bottom:1px solid gray;margin-bottom:1.6em}#aloha-bb-help-nodes .aloha-bb-contract-term-heading span{background-color:#fff;padding:0 10px 0 10px}#alohaAvailabilityUS_feature_div .availability a{text-decoration:none}#alohaPricingWidget a{text-decoration:none}#alohaAvailabilityUS_feature_div .availability{margin-top:-4px;margin-bottom:0}#alohaBuyBoxWidget .select-transaction-alert .a-icon-alert{top:18px;left:3px}#alohaBuyBoxWidget .select-transaction-alert .a-alert-container{padding-left:39px;width:290px}#alohaBuyBoxUS_feature_div #alohaBuyBoxWidget .contract-container .contract-term-heading a{text-decoration:none}#alohaBuyBoxUS_feature_div #alohaBuyBoxWidget .annual-contract-box .a-icon-popover{display:none}#alohaBuyBoxUS_feature_div #alohaBuyBoxWidget .contract-container .annual-contract-box{cursor:pointer;cursor:hand}#alohaBuyBoxUS_feature_div #alohaBuyBoxWidget .aloha-buybox-price{font-size:15px}#alohaBuyBoxUS_feature_div #alohaBuyBoxWidget #linkOffSection a{text-decoration:none}#alohaBuyBoxUS_feature_div .lockedUsedBuyboxContainer{padding-left:3.5%}#alohaBuyBoxUS_feature_div .alohaBuyboxUtilsNoWrap{white-space:nowrap}.hidden{display:none}.simo-no-padding{padding:0}.carrier-reviews-cell{padding-left:10px}.carrier-reviews-bordered-cell{border:1px dotted #ccc}.carrier-reviews-selected-cell{background-color:#ffd}#aloha-carrier-compatibility-modal-table-description{margin-top:10px;margin-bottom:14px}.aloha-carrier-compatibility-sortable-header.carrier{min-width:97px}.aloha-carrier-compatibility-sortable-header.compatibility{min-width:156px}.aloha-carrier-compatibility-sortable-header div{float:left}.aloha-carrier-compatibility-sortable-header i.a-icon{margin-left:10px;margin-top:4px}#aloha-carrier-compatibility-overview-table.a-bordered.a-vertical-stripes td:nth-child(2n),#aloha-carrier-compatibility-overview-table.a-bordered.a-vertical-stripes th:nth-child(2n){background-color:initial}#aloha-carrier-compatibility-modal-table.a-bordered.a-vertical-stripes td:nth-child(2n),#aloha-carrier-compatibility-modal-table.a-bordered.a-vertical-stripes th:nth-child(2n){background-color:initial}#aloha-carrier-compatibility-table.a-bordered.a-vertical-stripes th:nth-child(2n),.aloha-carrier-compatibility-table.a-bordered.a-vertical-stripes td:nth-child(2n){background-color:transparent}.aloha-carrier-compatibility-column-gray{background-color:#f6f6f6}.aloha-carrier-compatibility-modal-table-row .aloha-carrier-compatibility-tech-text,.aloha-carrier-compatibility-modal-table-row .carrier-name,.aloha-carrier-compatibility-modal-table-row .carrier-rating-summary{min-height:27px;display:inline-block;cursor:default}.aloha-carrier-compatibility-modal-table-row .aloha-carrier-compatibility-tech-text:first-line,.aloha-carrier-compatibility-modal-table-row .carrier-name:first-line,.aloha-carrier-compatibility-modal-table-row .carrier-rating-summary:first-line{line-height:27px}.aloha-carrier-compatibility-modal-table-row .aloha-carrier-compatibility-icon{margin-top:6px}.aloha-carrier-compatibility-check-icon{width:30px;height:27px;background-position:-318px -35px;background-image:url(https://images-na.ssl-images-amazon.com/images/G/01/AUIClients/AmazonUIBaseCSS-sprite_2x-8e7ef370dc28a214b3f490c9620f4ac501d5a864._V2_.png);background-repeat:no-repeat;background-size:400px 650px;display:inline-block;vertical-align:top}.aloha-carrier-compatibility-hidden{display:none}.aloha-buybox-spaced-link{margin-top:12px;margin-bottom:7px;text-align:center}.popover-tab",-0.2,Neutral,-0.8,1.6,-0.46
9639,5,,True,"06 23, 2016",A22CV09MPJYHZD,B00GDB1Y0U,Chuck W,Fits exactly.  Glad I found it here after looking at all the big DIY stores and local hardware ones too.,Stop right here.  This item is the one you are searching for.,1466640000,"['Appliances', 'Parts & Accessories', 'Food Waste Disposer Parts & Accessories']",Food Waste Disposer Parts,EZ-Flo,Appliances,8,0.6,Positive,0.9,1.9,0.44
9641,5,,True,"02 27, 2017",A343S4L80H7V6B,B00GDBDPJS,Amazon Customer,It is amazing how quickly it makes ice.,Five Stars,1488153600,"['Appliances', 'Refrigerators, Freezers & Ice Makers', 'Ice Makers']",Ice Makers,Danby,Appliances,14.52,0.6,Positive,0.9,0.9,0.76
9642,2,6,True,"01 26, 2017",A390UN13BO8KU7,B00GHIJNY8,Gadget guy,"I didn't heed the negative reviews: on paper, this sounded like just the unit I needed, and at a great price. The unit arrived well-packed (maybe the manufacture's listening to all the shipping complaints), I plugged in and waited for 24 hours, per the manual, for the unit to cool down. Then 48, then 72 hours, and nothing happened, even though the lights were on, so clearly receiving power. I called the manufacturer, who offered to send out a repairman, but after ten days, I called again to be told that I was outside the zone of any repairmen, so they would send me a new unit if I put my DOA unit in the dump. Not happy about contributing to landfill, I offered to return it to them at my expense to have them fix it, but they're not equipped to do this. No local charity wanted a broken fridge, so I paid my $40 fee to leave it at the dump, The new unit arrived within a week, and works perfectly. So, in my experience, you have a 50% chance of getting a working unit. If it functions OK, you'll find it's quiet, cools and freezes nicely, and has a deceptive amount of space on the inside. If it weren't for all the drama and forced landfill-filling, I'd be leaving a rave review, but the time, trouble, and cost of getting a satisfactory outcome makes for a two-star review.",Pay attention to the negative reviews!,1485388800,"['Appliances', 'Refrigerators, Freezers & Ice Makers', 'Refrigerators']",Refrigerators,Avanti,Appliances,66.7,-0.6,Negative,-0.1,5.2,-0.02
9643,5,,True,"02 5, 2018",ADQYFW4QAMEAG,B00GJFUB7C,Amazon Customer,Used this switch to fix my Jacuzzi style tub. The existing air operated switch had stuck in the on position and would not turn off.  It was much easier to add this switch inline than to pull the whole pump assembly out!,Used this switch to fix my Jacuzzi style tub,1517788800,"['Appliances', 'Parts & Accessories', 'Food Waste Disposer Parts & Accessories']",Food Waste Disposer Parts,lefoo,Amazon Home,14.99,0.7,Positive,0.0,1.4,0.0
9653,5,,True,"08 27, 2016",A1BR1WERAI7U1R,B00GS2U64Y,Terry Hutson,ordered these replacement grease bowels and they fit good,tappan after market grease bowel,1472256000,"['Appliances', 'Parts & Accessories', 'Range Parts & Accessories', 'Drip Pans']",Drip Pans,Gibson,Tools & Home Improvement,5.99,0.6,Positive,0.9,0.9,0.76
9661,4,,True,"02 28, 2017",AXD5WGLYSIK0G,B00GWK1420,Eric S.,"Fits perfect!  Nice to be able to replace a broken tray, but also nice to be able to add additional trays for more storage options.
Would have been 5 stars, but it's a bit pricey for what it is.",Fits perfect! Nice to be able to replace a broken ...,1488240000,"['Appliances', 'Parts & Accessories', 'Refrigerator Parts & Accessories', 'Bins']",Refrigerator Bins,Whirlpool,Tools & Home Improvement,37.4,0.7,Positive,0.6,2.0,0.29
9665,5,,True,"11 10, 2015",AUO9AHT8FF5RI,B00H3JSRWE,Mikel W. Conner,Works as expected and was delivered fast at a great price.,Works as expected and was delivered fast at a great price.,1447113600,"['Appliances', 'Parts & Accessories', 'Refrigerator Parts & Accessories', 'Motors']",Refrigerator Motors,Whirlpool,Tools & Home Improvement,34.5,0.8,Positive,0.8,0.8,0.76
9669,5,,True,"05 2, 2018",A1QHX21J2K9T84,B00HN9TKZ2,Tina Benson,"Easy to install, reasonably priced and seems to work well. It seems to be a bit noisier that the original pump but I am not 100% sure that is the fault of the pump",Easy to install,1525219200,"['Appliances', 'Parts & Accessories', 'Washer Parts & Accessories', 'Drain Pumps']",Drain Pumps,Electrolux,Tools & Home Improvement,19.94,0.4,Positive,0.4,0.9,0.42
9680,5,3,True,"01 6, 2017",A10JA1HQCBNDVF,B00HO6J48W,All American Mall,"Has warmer setting. Has smooth bottom with the heating coil UNDER the metal. This makes it a LOT easier for cleaning. Im pretty sure there is identical 29"" version. Nice looking stainless metal. It does take longer to preheat than previous oven but seems to keep temp more even.",nice oven,1483660800,"['Appliances', 'Ranges, Ovens & Cooktops', 'Wall Ovens', 'Single Wall Ovens']",Single Wall Oven,Frigidaire,Appliances,136.16,0.6,Positive,0.6,4.0,0.15
9687,5,,True,"12 16, 2016",AWJ8IEZ1A6MZW,B00HTNJAAW,nec,Exactly what I wanted. Arrived quickly.,Whirlpool dryer screen,1481846400,"['Appliances', 'Parts & Accessories', 'Dryer Parts & Accessories', 'Lint Screens']",Lint Screens,Whirlpool,Appliances,36.98,0.7,Positive,0.7,1.5,0.44
9695,5,,True,"05 31, 2015",AFBP55JSJCK8Q,B00HWS6KKM,bulldogguru,This product is great and was very easy to install!!,Great valve!!,1433030400,"['Appliances', 'Parts & Accessories', 'Freezer Parts & Accessories']",Freezer Parts,Hoshizaki,Tools & Home Improvement,65.95,0.7,Positive,0.9,0.9,0.76
9697,5,,True,"06 15, 2017",A2N76A56Q6W8IL,B00I2TTBLU,ibnice,Good pruduct. Thanks,Good pruduct. Thanks,1497484800,"['Appliances', 'Parts & Accessories', 'Washer Parts & Accessories', 'Drain Pumps']",Drain Pumps,ERP,Appliances,19.95,0.6,Positive,0.8,1.6,0.46
9698,5,,True,"06 1, 2017",A18BA8L6T4AW4W,B00I2TTBLU,RedTriage,"Just installed this pump in my Samsung front load washer model: WF419AAw/XAA 03. There are some great YouTube videos on how to do this. For $18 you can't beat it. As others have said, the cover will need to be modified to fit it. I just left it off. The only thing different i saw was this pump is 85 watts and the original pump is 80 watts.",There are some great YouTube videos on how to do this,1496275200,"['Appliances', 'Parts & Accessories', 'Washer Parts & Accessories', 'Drain Pumps']",Drain Pumps,ERP,Appliances,19.95,0.8,Positive,0.0,2.6,0.0
9699,4,,True,"12 5, 2017",A2T3MJHF0BA9IB,B00I46US3G,Todd Mansfield,"Was timely shipping , was exactly what was in picture",Four Stars,1512432000,"['Appliances', 'Parts & Accessories', 'Oven Parts & Accessories']",Oven Parts,ERP,Tools & Home Improvement,48.99,0.7,Positive,0.8,0.8,0.76
9704,4,,True,"04 26, 2017",A28UAJTMBWQYRG,B00IFA4OZO,kevin,worked good thank you very much,Four Stars,1493164800,"['Appliances', 'Parts & Accessories', 'Range Parts & Accessories', 'Burners']",Burners,GE,Tools & Home Improvement,25.99,0.5,Positive,0.9,0.9,0.76
9710,1,,True,"03 12, 2018",A37SXX43ARR9RZ,B00IMO1IZM,Lisa King,"did not fit at all. They took a long time to ship and when I received them, they did not fit and had to return.",did not fit at all. They took a long ...,1520812800,"['Appliances', 'Parts & Accessories', 'Refrigerator Parts & Accessories', 'Bins']",Refrigerator Bins,Samsung,Tools & Home Improvement,48.55,-0.8,Negative,-0.8,1.7,-0.44
9715,5,,True,"02 23, 2017",A35GTCF8T802FI,B00IMO9LEC,Amazon Customer,Perfect fit. My mother bought one from the store where she purchased the oven for twice the price and it stretched and broke in 1 day. This one fit right in. Thanks. Saved a bunch on cost and labor,Fit Right,1487808000,"['Appliances', 'Parts & Accessories', 'Oven Parts & Accessories']",Oven Parts,Frigidaire,Tools & Home Improvement,49.93,-0.9,Negative,0.5,4.3,0.12
9718,5,,True,"02 5, 2018",ARM05JNZW1EDE,B00DWGU842,Thomas Huntington,Works perfectly. Arrived on time.,Five Stars,1517788800,"['Appliances', 'Parts & Accessories', 'Refrigerator Parts & Accessories', 'Motors']",Refrigerator Motors,part,Industrial & Scientific,33.99,0.7,Positive,0.7,1.4,0.46
9721,5,,True,"04 8, 2018",A32NK1UGRGZ78S,B00J3Z9X60,Amazon Customer,Great Seller with no problems.,Five Stars,1523145600,"['Appliances', 'Parts & Accessories', 'Range Parts & Accessories', 'Plug Receptacles']",Plug Receptacles,Superior Electric,Tools & Home Improvement,8.22,0.7,Positive,0.9,0.9,0.76
9727,5,,True,"04 7, 2018",A20MBUVJOBB3T5,B00J8HTS5Y,Berta,Perfect for my dbl oven,Five Stars,1523059200,"['Appliances', 'Parts & Accessories', 'Range Parts & Accessories', 'Knobs']",Range Knobs,Whirlpool,Tools & Home Improvement,20.94,0.6,Positive,0.9,0.9,0.76
9728,1,,True,"09 18, 2016",A30NTUJYDZCOCD,B00JBINX8I,Rebecca,Doesn't fit correctly,One Star,1474156800,"['Appliances', 'Parts & Accessories', 'Refrigerator Parts & Accessories', 'Bins']",Refrigerator Bins,Electrolux,Tools & Home Improvement,15.62,-0.6,Negative,-0.9,0.9,-0.76
9738,1,,True,"05 24, 2016",A1EKML9GLN8M1K,B00JPUE3L8,carole a lynch,"This refrigerator is ridiculously loud and is a nuisance in my office.  I contacted the seller who sent out a repairman, but the repairman said he cannot fix it because it is a defect.  I notified the seller of this but have yet to hear back.  I am extremely frustrated at the lack of service from the company, and extremely irritated at the noise this refrigerator makes.  I would never buy anything from Summit again.  Period.",This refrigerator is ridiculously loud and is a nuisance in ...,1464048000,"['Appliances', 'Refrigerators, Freezers & Ice Makers', 'Refrigerators']",Refrigerators,Summit Appliance,Appliances,861.96,-0.9,Negative,-0.6,4.5,-0.13
9740,4,,True,"01 11, 2015",A25YC5M7QREZMU,B00JVIT49U,Al R- Rockville MD,"I am restoring some older 1978 CB radios which had both 117V AC and 12V DC power connectors.  The AC power connector is hard to find- almost a proprietary connector, especially after 37 years .  This will be installed in its place and powered by an A7 laptop power cord.  Problem solved.",Just what I needed!,1420934400,"['Appliances', 'Parts & Accessories', 'Range Parts & Accessories', 'Plug Receptacles']",Plug Receptacles,SODIAL(R),Tools & Home Improvement,2.44,0.8,Positive,0.0,1.0,0.0
9748,5,,True,"05 7, 2018",A2WPSILUKM1GFM,B00KDPHQS6,Tlove2946,Great item!!!!!,Five Stars,1525651200,"['Appliances', 'Parts & Accessories', 'Range Parts & Accessories', 'Knobs']",Range Knobs,Viking,Tools & Home Improvement,26,0.9,Positive,0.9,0.9,0.76
9764,4,,True,"11 5, 2017",ARVYJ1OLZNEAH,B00KQRN6W6,Cathy Espinosa,Perfect replacement screen.  Very happy with the lint screen.,Perfect replacement lint screen!,1509840000,"['Appliances', 'Parts & Accessories', 'Dryer Parts & Accessories', 'Lint Screens']",Lint Screens,Whirlpool,Appliances,32,0.8,Positive,0.9,1.9,0.44
9773,5,,True,"01 25, 2017",A9KMOA3G4HP5F,B00KXJR0WY,Lisa,fits perfectly and does not cause water back up because of the nice sized holes in the guard.,Perfect,1485302400,"['Appliances', 'Parts & Accessories', 'Food Waste Disposer Parts & Accessories']",Food Waste Disposer Parts,In-Sink-Erator,Tools & Home Improvement,18.97,0.7,Positive,0.9,0.9,0.76
9774,1,,True,"05 16, 2018",AFOEJQT15IGS7,B00L0KXIWG,TEJESHWAR SINGH,Does not cool down to a good temperature . Annoying light . Turns off every time . Not satisfactory.,Does not cool down to a good temperature,1526428800,"['Appliances', 'Refrigerators, Freezers & Ice Makers', 'Beverage Refrigerators']",Beverage Refrigerators,Avanti,Appliances,11.7,-0.9,Negative,-0.7,3.0,-0.23
9790,4,,True,"10 10, 2016",A35MK2CIPRC6CP,B00LFWEHEM,J. M. Robinson,Bit snug but for the price and all good choice,Four Stars,1476057600,"['Appliances', 'Parts & Accessories', 'Dryer Parts & Accessories', 'Lint Screens']",Lint Screens,LG,Tools & Home Improvement,25.73,0.1,Neutral,0.6,0.6,0.76
9796,5,,True,"05 8, 2018",A2GRIMGNC863Q7,B00LGUH4G6,M from NY,As expected. Fit Frigidaire shelf,Five Stars,1525737600,"['Appliances', 'Parts & Accessories', 'Refrigerator Parts & Accessories', 'Shelves']",Refrigerator Shelves,Electrolux,Tools & Home Improvement,75.73,0.6,Positive,0.3,0.7,0.4
9807,5,,True,"01 9, 2015",A22RATUBW8Y8O5,B00LHQZP10,Justin Jezek,Fit the model perfectly as described.,Five Stars,1420761600,"['Appliances', 'Parts & Accessories', 'Range Parts & Accessories', 'Knobs']",Range Knobs,Electrolux,Tools & Home Improvement,20.76,0.7,Positive,0.9,0.9,0.76
9815,5,,True,"02 5, 2017",A30EN3N1LYMBF2,B00LHR3SHM,Bob Mc,Excellent fit great price and the black matched my freezer!,Five Stars,1486252800,"['Appliances', 'Parts & Accessories', 'Freezer Parts & Accessories']",Freezer Parts,Whirlpool,Tools & Home Improvement,81.04,0.9,Positive,0.9,0.9,0.76
9827,5,,True,"07 10, 2018",A3B23RZXRXYT9Q,B00LL0SJU6,Babsly ,Easy to buy. Good practice ce. They fit right. . Strong.,Good product,1531180800,"['Appliances', 'Parts & Accessories', 'Trash Compactor Parts & Accessories']",Trash Compactor,Broan,Tools & Home Improvement,20.36,0.9,Positive,0.8,3.5,0.22
9853,5,,True,"02 9, 2018",A3K7C4EDWQFR5Q,B00LQDBF2M,Norseman,works great and it fit perfect,its fits,1518134400,"['Appliances', 'Parts & Accessories', 'Refrigerator Parts & Accessories', 'Handles']",Refrigerator Handles,GE,Tools & Home Improvement,53.99,0.8,Positive,0.9,0.9,0.76
9855,5,,True,"01 9, 2018",A2NB54F24IDRUH,B00LQDGH2A,Shandra,Item as described. Fast shipper.,Five Stars,1515456000,"['Appliances', 'Parts & Accessories', 'Refrigerator Parts & Accessories', 'Handles']",Refrigerator Handles,GE,Tools & Home Improvement,103.2,0.7,Positive,0.4,0.8,0.46
9861,5,,True,"09 30, 2016",A2T1T86X3VO7WX,B00LQDGRKC,Mitch,Exact fit for what we needed.,Five Stars,1475193600,"['Appliances', 'Parts & Accessories', 'Refrigerator Parts & Accessories', 'Bins']",Refrigerator Bins,Whirlpool,Tools & Home Improvement,53.16,0.7,Positive,0.9,0.9,0.76
9869,5,,True,"02 13, 2017",AQORI90E2Y0JX,B00LQDGDB0,jhester,it worked perfect saved us a lot of time,stove parts,1486944000,"['Appliances', 'Parts & Accessories', 'Refrigerator Parts & Accessories', 'Handles']",Refrigerator Handles,GE,Tools & Home Improvement,13.75,0.7,Positive,0.9,0.9,0.76
9875,5,,True,"05 17, 2017",A38UZZQJXSDEZ7,B00LXAPASI,Georges,"This product seems to be a wee bit thinner than the original piece that it replaces.  It might just be my imagination, but it certainly seems that the oven heats up more quickly than it did before.",Looks good as new,1494979200,"['Appliances', 'Parts & Accessories', 'Oven Parts & Accessories']",Oven Parts,Frigidaire,Tools & Home Improvement,60.3,0.3,Positive,0.2,0.9,0.22
9882,5,,True,"06 20, 2018",A179KWRBS686J2,B00M0YWFVQ,Amazon Customer,A OK,Five Stars,1529452800,"['Appliances', 'Parts & Accessories', 'Oven Parts & Accessories']",Oven Parts,Frigidaire,Tools & Home Improvement,97.27,0.5,Positive,0.4,0.4,0.76
9894,2,,True,"03 1, 2018",A3VFDQ823XFU81,B00M108G0S,ALG1022,I was disappointed with this purchase.  The first time making pancakes and I can't get all the stains off of it :(,I was disappointed with this purchase,1519862400,"['Appliances', 'Parts & Accessories', 'Oven Parts & Accessories']",Oven Parts,Frigidaire,Tools & Home Improvement,49.99,-0.8,Negative,-0.8,1.6,-0.46
9905,5,,True,"09 25, 2017",A2AWRUKEU5LTUW,B00M25BZCS,Carl W. Knight,Fast delivery and easy to install,Five Stars,1506297600,"['Appliances', 'Parts & Accessories', 'Oven Parts & Accessories']",Oven Parts,Frigidaire,Tools & Home Improvement,18.77,0.8,Positive,0.9,0.9,0.76
9911,5,,True,"07 20, 2017",A8Z84WKZS8EJW,B00M25FT0C,CM1983,"Works as expected, easy to install after getting housing open.",easy to install after getting housing open,1500508800,"['Appliances', 'Parts & Accessories', 'Oven Parts & Accessories']",Oven Parts,Frigidaire,Tools & Home Improvement,123.82,0.8,Positive,0.9,0.9,0.76
9913,5,,True,"12 29, 2017",AUUKFL7L9S6CI,B00M25BLFE,Dale Heintze,"I sure am glad I purchased this thin overlay when I changed the control board in a friends oven.
Saves from having to remove from old controller board.
Finishes out the stove as a clean professional repair.",I sure am glad I purchased this thin overlay when I changed the ...,1514505600,"['Appliances', 'Parts & Accessories', 'Oven Parts & Accessories']",Oven Parts,Frigidaire,Tools & Home Improvement,19.61,0.7,Positive,0.8,2.4,0.32
9914,4,,True,"07 4, 2018",A3ASTGS8POM58Q,B00M25BZ50,acfons,Fits and looks like the original. One star off for the astonishing price for a bit of molded plastic.,Did the job.,1530662400,"['Appliances', 'Parts & Accessories', 'Range Parts & Accessories', 'Knobs']",Range Knobs,Frigidaire,Tools & Home Improvement,21.27,0.4,Positive,0.5,1.0,0.46
9921,2,,True,"02 19, 2017",A12SHOLYH1H8Z8,B00M25JFAW,Benck,I returned mine. Way too much money after I thought about it.,Too costly!,1487462400,"['Appliances', 'Parts & Accessories', 'Refrigerator Parts & Accessories', 'Bins']",Refrigerator Bins,Frigidaire,Tools & Home Improvement,34.74,-0.8,Negative,-0.8,1.6,-0.46
9924,1,,True,"06 28, 2017",A9OECF5TENYZK,B00M25EN2C,Lynette Chen,Said it would fit it doesn't and I can't return it the return date has went past,One Star,1498608000,"['Appliances', 'Parts & Accessories', 'Oven Parts & Accessories']",Oven Parts,Frigidaire,Tools & Home Improvement,96.52,-0.9,Negative,-0.8,0.8,-0.76
9929,5,,True,"02 13, 2018",A25BSLVQ6QRFU3,B00M25BHMG,PETRA,"Perfect replacement for my range, just wish these things would not go out every time they get wet.","Perfect replacement for my range, just wish these things would not go out every time they get wet.",1518480000,"['Appliances', 'Parts & Accessories', 'Oven Parts & Accessories']",Oven Parts,Frigidaire,Tools & Home Improvement,14.3,0.6,Positive,0.4,0.4,0.76
9935,5,,True,"08 5, 2018",A5PRJWCCQNLFG,B00M25QM80,John P,Replaced pump in a LG washer in about 15 minutes.  Working great for more than a month now.,Works great.,1533427200,"['Appliances', 'Parts & Accessories', 'Washer Parts & Accessories', 'Drain Pumps']",Drain Pumps,LG,Tools & Home Improvement,24,0.7,Positive,0.7,1.4,0.46
9939,5,,True,"01 8, 2018",A2MDBNFJRWQ2WU,B00M25LJ0Q,17345,Fridge was less than a year old and the corners of the drawer had broken (and been glued) several times.  Finally was able to find a like part and this fit perfectly.  Looks like brand-new and shipping was fast.,Perfect fit.,1515369600,"['Appliances', 'Parts & Accessories', 'Refrigerator Parts & Accessories', 'Bins']",Refrigerator Bins,Frigidaire,Tools & Home Improvement,101.81,0.9,Positive,0.3,2.7,0.11
